userid,movieid,count,time,tmdb_id,popularity,vote_average,flag
517031,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:24:17,120,32.070725,8.0,0
357869,star+wars+1977,2,2022-11-14T12:23:44,11,42.149697,8.1,0
457573,great+1986,2,2022-11-14T12:24:24,23273,1.682762,6.2,0
671685,veronika+decides+to+die+2009,2,2022-11-14T12:23:28,25968,5.553972,5.8,0
347714,nausica+of+the+valley+of+the+wind+1984,2,2022-11-14T12:24:49,81,11.267366,7.7,0
97203,the+red+shoes+1948,2,2022-11-14T12:23:34,19542,10.44551,8.2,0
334184,the+fantastic+night+1942,2,2022-11-14T12:23:22,67455,0.543794,5.7,0
201915,interstellar+2014,2,2022-11-14T12:23:24,157336,32.213481,8.1,0
254949,thor+the+dark+world+2013,2,2022-11-14T12:23:17,76338,34.905447,6.8,0
96449,what+about+bob+1991,2,2022-11-14T12:24:42,10276,11.787942,6.7,0
356629,a+hell+of+a+day+2001,2,2022-11-14T12:23:14,67384,0.544788,7.0,0
666246,scarface+1983,1,2022-11-14T12:24:12,111,11.299673,8.0,0
373391,big+hero+6+2014,2,2022-11-14T12:24:19,177572,213.849907,7.8,0
315443,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-14T12:24:06,120,32.070725,8.0,0
621777,nightcrawler+2014,1,2022-11-14T12:24:04,242582,21.277073,7.6,0
276122,fight+club+1999,1,2022-11-14T12:24:03,550,63.869599,8.3,0
699909,django+unchained+2012,2,2022-11-14T12:24:26,68718,19.785025,7.8,0
579721,how+to+train+your+dragon+2010,2,2022-11-14T12:24:37,10191,14.416681,7.5,0
181377,gran+torino+2008,2,2022-11-14T12:23:45,13223,14.794228,7.8,0
410259,monsters_+inc.+2001,2,2022-11-14T12:24:40,585,26.419962,7.5,0
122165,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:23:53,120,32.070725,8.0,0
85785,the+conformist+1970,2,2022-11-14T12:23:41,8416,9.931025,7.6,0
766,the+secret+lives+of+dentists+2002,2,2022-11-14T12:24:29,26195,0.947554,6.8,0
698781,dances+with+wolves+1990,2,2022-11-14T12:23:50,581,11.654349,7.6,0
439461,leon+the+professional+1994,2,2022-11-14T12:24:14,101,20.477329,8.2,0
48228,leon+the+professional+1994,2,2022-11-14T12:24:16,101,20.477329,8.2,0
244305,birthday+girl+2001,1,2022-11-14T12:24,2084,6.271279,6.1,0
635564,penguins+of+madagascar+2014,2,2022-11-14T12:24:45,270946,22.201607,6.5,0
124728,takedown+2000,1,2022-11-14T12:24,10429,4.419472,6.3,0
668455,akira+1988,2,2022-11-14T12:24:28,149,10.888917,7.8,0
187575,gladiator+2000,1,2022-11-14T12:24:03,98,23.186667,7.9,0
686702,papillon+1973,2,2022-11-14T12:24:44,5924,15.698433,7.8,0
55265,the+shawshank+redemption+1994,1,2022-11-14T12:24:02,278,51.645403,8.5,0
703343,harry+potter+and+the+goblet+of+fire+2005,1,2022-11-14T12:23:58,674,24.903058,7.5,0
153500,my+life+without+me+2003,2,2022-11-14T12:23:39,20,10.310508,7.2,0
219202,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,2,2022-11-14T12:23:48,411,18.13542,6.7,0
754678,mutants+2009,2,2022-11-14T12:23:18,17886,2.464117,5.5,0
702434,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:23:38,120,32.070725,8.0,0
90075,beauty+and+the+beast+1991,1,2022-11-14T12:24,10020,23.433511,7.5,0
738028,the+edge+of+heaven+2007,1,2022-11-14T12:24:02,2014,10.083019,6.6,0
283520,fight+club+1999,1,2022-11-14T12:23:57,550,63.869599,8.3,0
479329,fight+club+1999,2,2022-11-14T12:23:26,550,63.869599,8.3,0
666769,saving+private+ryan+1998,2,2022-11-14T12:24:27,857,21.758054,7.9,0
4544,the+dam+busters+1955,2,2022-11-14T12:24:23,13210,2.744345,7.0,0
328388,the+39+steps+1935,2,2022-11-14T12:23:37,260,5.865697,7.4,0
706983,seven+samurai+1954,2,2022-11-14T12:24:13,346,15.01777,8.2,0
33006,star+wars+1977,2,2022-11-14T12:23:45,11,42.149697,8.1,0
186604,megamind+2010,2,2022-11-14T12:24:14,38055,11.603905,6.7,0
749676,finding+nemo+2003,2,2022-11-14T12:24:27,12,25.497794,7.6,0
217089,interstellar+2014,2,2022-11-14T12:24:31,157336,32.213481,8.1,0
746220,finding+nemo+2003,1,2022-11-14T12:24:11,12,25.497794,7.6,0
465015,coraline+2009,2,2022-11-14T12:24:29,14836,16.639915,7.3,0
531354,the+hobbit+the+battle+of+the+five+armies+2014,2,2022-11-14T12:24:28,122917,31.718977,7.1,0
487307,high+plains+drifter+1973,2,2022-11-14T12:23:27,11901,9.91087,7.4,0
779,rear+window+1954,2,2022-11-14T12:23:45,567,17.911314,8.2,0
245963,whiplash+2014,2,2022-11-14T12:24:39,244786,64.29999,8.3,0
554779,the+last+samurai+2003,2,2022-11-14T12:24:17,616,19.582325,7.3,0
579096,on+guard+1997,2,2022-11-14T12:24:43,40815,2.264968,6.5,0
184426,my+favorite+blonde+1942,2,2022-11-14T12:24:40,97648,0.10982,4.3,0
76831,star+wars+1977,1,2022-11-14T12:24:01,11,42.149697,8.1,0
664078,the+matrix+1999,2,2022-11-14T12:23:48,603,33.366332,7.9,0
177558,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-14T12:24:06,120,32.070725,8.0,0
147958,witness+1985,2,2022-11-14T12:24:36,9281,10.312017,7.0,0
28376,enough+said+2013,2,2022-11-14T12:23:50,209263,6.782909,6.6,0
293078,johnny+got+his+gun+1971,1,2022-11-14T12:24:08,16328,4.261661,7.2,0
755704,fight+club+1999,1,2022-11-14T12:24:13,550,63.869599,8.3,0
701023,laura+1944,1,2022-11-14T12:23:51,1939,9.884516,7.6,0
305871,interstellar+2014,1,2022-11-14T12:24:05,157336,32.213481,8.1,0
409433,the+man+who+wasnt+there+2001,1,2022-11-14T12:24:17,10778,7.204951,7.4,0
410688,interstellar+2014,2,2022-11-14T12:24:20,157336,32.213481,8.1,0
461993,dial+m+for+murder+1954,1,2022-11-14T12:24:09,521,7.853231,7.9,0
375695,blade+runner+1982,2,2022-11-14T12:24:24,78,96.272374,7.9,0
548005,whiplash+2014,2,2022-11-14T12:23:17,244786,64.29999,8.3,0
213298,fight+club+1999,2,2022-11-14T12:23:46,550,63.869599,8.3,0
125036,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-14T12:24:05,120,32.070725,8.0,0
183287,the+hobbit+an+unexpected+journey+2012,2,2022-11-14T12:24:34,49051,23.253089,7.0,0
65039,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:24:29,120,32.070725,8.0,0
459596,locke+2014,2,2022-11-14T12:24:40,210479,12.792394,6.9,0
525037,the+sting+1973,2,2022-11-14T12:23:12,9277,12.016821,7.9,0
693230,breathe+in+2013,2,2022-11-14T12:24:35,158907,6.437916,6.1,0
227015,star+wars+1977,2,2022-11-14T12:23:49,11,42.149697,8.1,0
353657,breathing+fire+1991,1,2022-11-14T12:23:59,69056,0.109362,6.6,0
263359,leon+the+professional+1994,2,2022-11-14T12:24:44,101,20.477329,8.2,0
249772,the+fifth+element+1997,2,2022-11-14T12:23:37,18,24.30526,7.3,0
569523,rear+window+1954,2,2022-11-14T12:24:19,567,17.911314,8.2,0
504139,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:24:36,120,32.070725,8.0,0
541985,the+nightmare+before+christmas+1993,2,2022-11-14T12:24:08,9479,17.730913,7.6,0
378246,the+prophecy+forsaken+2005,2,2022-11-14T12:24:21,37529,1.040221,3.9,0
146411,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:23:54,120,32.070725,8.0,0
292152,sorority+babes+in+the+slimeball+bowl-o-rama+1988,2,2022-11-14T12:24:33,27390,1.471453,4.9,0
59472,interstellar+2014,2,2022-11-14T12:23:12,157336,32.213481,8.1,0
543130,casino+royale+2006,2,2022-11-14T12:23:17,36557,23.065078,7.3,0
121525,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:23:50,120,32.070725,8.0,0
227886,raiders+of+the+lost+ark+1981,2,2022-11-14T12:24:15,85,19.901576,7.7,0
69419,a+funny+thing+happened+on+the+way+to+the+forum+1966,1,2022-11-14T12:24:03,17768,10.176281,6.1,0
741832,la+vie+en+rose+2007,2,2022-11-14T12:24:24,1407,11.710507,7.3,0
374410,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:24:19,120,32.070725,8.0,0
590275,kind+hearts+and+coronets+1949,2,2022-11-14T12:24:38,11898,9.753718,7.6,0
285036,the+dark+knight+rises+2012,1,2022-11-14T12:23:54,49026,20.58258,7.6,0
112368,fight+club+1999,2,2022-11-14T12:24:24,550,63.869599,8.3,0
541242,taken+2+2012,2,2022-11-14T12:24:34,82675,16.376482,6.1,0
102518,land+of+the+dead+2005,1,2022-11-14T12:23:57,11683,9.478117,6.0,0
83765,fight+club+1999,2,2022-11-14T12:24:28,550,63.869599,8.3,0
527288,interstellar+2014,2,2022-11-14T12:24:27,157336,32.213481,8.1,0
588332,star+trek+2009,1,2022-11-14T12:24:11,13475,15.362632,7.4,0
705398,the+edge+of+heaven+2007,2,2022-11-14T12:24:42,2014,10.083019,6.6,0
516743,interstellar+2014,2,2022-11-14T12:24:25,157336,32.213481,8.1,0
230998,brother+2000,2,2022-11-14T12:24:37,327,8.134524,6.8,0
390928,ghostbusters+1984,1,2022-11-14T12:23:52,620,22.089729,7.3,0
685912,the+informer+1935,2,2022-11-14T12:23:33,43896,2.000496,6.5,0
335458,star+wars+1977,2,2022-11-14T12:24:39,11,42.149697,8.1,0
360488,the+green+mile+1999,2,2022-11-14T12:24:48,497,19.96678,8.2,0
539900,harry+potter+and+the+order+of+the+phoenix+2007,2,2022-11-14T12:24:28,675,21.3643,7.4,0
258519,hide-out+1934,2,2022-11-14T12:24:48,64318,0.365873,7.8,0
54643,the+golden+compass+2007,2,2022-11-14T12:24:25,2268,11.481379,5.8,0
462074,princess+mononoke+1997,2,2022-11-14T12:23:47,128,17.166725,8.2,0
167356,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:24:42,120,32.070725,8.0,0
223405,leon+the+professional+1994,2,2022-11-14T12:24:43,101,20.477329,8.2,0
517250,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:24:38,120,32.070725,8.0,0
489727,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:24:38,120,32.070725,8.0,0
608791,cast+away+2000,2,2022-11-14T12:24:38,8358,21.296343,7.5,0
249844,boom+1968,2,2022-11-14T12:24:41,85765,0.372306,6.5,0
361935,star+wars+1977,2,2022-11-14T12:23:36,11,42.149697,8.1,0
577992,antonias+line+1995,1,2022-11-14T12:24:04,880,2.030174,7.2,0
683153,lovers+like+us+1975,2,2022-11-14T12:24:31,76829,0.931462,7.1,0
391413,star+wars+1977,2,2022-11-14T12:24:40,11,42.149697,8.1,0
279532,christmas+story+2007,2,2022-11-14T12:24:27,21501,2.573902,7.3,0
58367,inception+2010,2,2022-11-14T12:24:32,27205,29.108149,8.1,0
649090,nelly+and+monsieur+arnaud+1996,2,2022-11-14T12:24:50,12652,1.784647,7.1,0
39109,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:23:45,120,32.070725,8.0,0
501138,kill+bill+vol.+1+2003,2,2022-11-14T12:24:26,24,25.261865,7.7,0
56170,zulu+2013,1,2022-11-14T12:24:11,185567,6.826661,6.7,0
580234,her+2013,1,2022-11-14T12:23:54,152601,13.829515,7.9,0
195436,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:24:33,120,32.070725,8.0,0
353419,music+in+the+air+1934,2,2022-11-14T12:24:24,96525,0.007897,0.0,0
700659,aliens+1986,2,2022-11-14T12:24:33,679,21.761179,7.7,0
751455,fire+in+the+sky+1993,2,2022-11-14T12:23:27,15613,6.118228,6.5,0
610606,irina+palm+2007,2,2022-11-14T12:24:29,1922,2.350677,6.9,0
198365,friday+night+lights+2004,2,2022-11-14T12:23:47,13416,13.041943,7.0,0
388847,interstellar+2014,1,2022-11-14T12:24:04,157336,32.213481,8.1,0
570891,reservoir+dogs+1992,2,2022-11-14T12:23:42,500,12.22034,8.1,0
246849,star+wars+1977,2,2022-11-14T12:24:40,11,42.149697,8.1,0
316525,alice+2009,2,2022-11-14T12:24:44,61872,2.076139,6.3,0
253765,brave+2012,2,2022-11-14T12:24:26,62177,15.876341,6.7,0
510622,interstellar+2014,1,2022-11-14T12:23:59,157336,32.213481,8.1,0
703487,total+recall+1990,1,2022-11-14T12:24:02,861,12.954444,7.1,0
741629,the+magic+gloves+2003,2,2022-11-14T12:23:12,126104,0.128019,5.0,0
678473,the+great+debaters+2007,2,2022-11-14T12:23:34,14047,8.735448,6.9,0
702650,the+magician+1958,2,2022-11-14T12:24:14,29453,7.606709,7.4,0
132427,frozen+planet+2011,2,2022-11-14T12:24:12,134481,3.80163,8.3,0
58962,blue+1993,2,2022-11-14T12:24:47,94794,1.437622,7.5,0
648137,total+recall+1990,2,2022-11-14T12:23:51,861,12.954444,7.1,0
759671,anatomy+of+a+murder+1959,1,2022-11-14T12:23:53,93,9.473772,7.7,0
68249,star+wars+1977,2,2022-11-14T12:24:37,11,42.149697,8.1,0
298565,inception+2010,2,2022-11-14T12:24:36,27205,29.108149,8.1,0
322027,interstellar+2014,2,2022-11-14T12:23:12,157336,32.213481,8.1,0
408522,inception+2010,1,2022-11-14T12:23:50,27205,29.108149,8.1,0
109432,whiplash+2014,2,2022-11-14T12:24:19,244786,64.29999,8.3,0
442963,fight+club+1999,2,2022-11-14T12:23:33,550,63.869599,8.3,0
327021,inception+2010,1,2022-11-14T12:24:16,27205,29.108149,8.1,0
38943,oceans+eleven+2001,2,2022-11-14T12:23:22,161,12.114932,7.2,0
14314,inception+2010,2,2022-11-14T12:24:23,27205,29.108149,8.1,0
616603,the+creeping+unknown+1955,1,2022-11-14T12:24:05,24580,11.455239,6.6,0
154386,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-14T12:24:03,120,32.070725,8.0,0
115596,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:23:52,120,32.070725,8.0,0
472821,star+wars+1977,2,2022-11-14T12:23:50,11,42.149697,8.1,0
227638,shakespeare+wallah+1965,2,2022-11-14T12:24:16,109600,0.04224,5.0,0
481736,fight+club+1999,1,2022-11-14T12:23:46,550,63.869599,8.3,0
642853,rise+of+the+planet+of+the+apes+2011,2,2022-11-14T12:23:35,61791,41.613762,7.0,0
532429,bill+cosby+himself+1983,2,2022-11-14T12:23:46,20120,1.039767,7.5,0
316602,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-14T12:23:57,120,32.070725,8.0,0
392868,regarding+henry+1991,1,2022-11-14T12:23:59,11364,6.972737,6.6,0
566300,home+page+1998,2,2022-11-14T12:24:36,159569,0.001183,0.0,0
711010,seventh+son+2014,1,2022-11-14T12:23:53,68737,15.297821,5.2,0
738583,limitless+2011,2,2022-11-14T12:24:36,51876,12.114955,7.1,0
524973,return+with+honor+1999,2,2022-11-14T12:23:31,56235,0.15025,4.0,0
314473,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-14T12:24:11,120,32.070725,8.0,0
223500,anastasia+1997,2,2022-11-14T12:24:31,9444,11.911173,7.4,0
176810,scarface+1983,2,2022-11-14T12:23:43,111,11.299673,8.0,0
111317,emmanuelle+ii+1975,2,2022-11-14T12:23:25,28209,3.476536,4.9,0
649202,finding+nemo+2003,2,2022-11-14T12:23:20,12,25.497794,7.6,0
423120,fight+club+1999,2,2022-11-14T12:23:19,550,63.869599,8.3,0
597515,after+fall_+winter+2012,2,2022-11-14T12:23:18,83738,0.309293,5.7,0
382038,my+neighbor+totoro+1988,1,2022-11-14T12:24:04,8392,13.507299,8.0,0
297182,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:24:25,120,32.070725,8.0,0
693299,spider-man+2002,1,2022-11-14T12:24:03,557,29.413341,6.8,0
391170,princess+mononoke+1997,2,2022-11-14T12:23:31,128,17.166725,8.2,0
253485,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:24:22,120,32.070725,8.0,0
97446,interstellar+2014,2,2022-11-14T12:24:09,157336,32.213481,8.1,0
681860,lost+in+la+mancha+2002,2,2022-11-14T12:23:20,21189,4.128414,7.2,0
754654,the+longest+day+1962,2,2022-11-14T12:24:21,9289,10.770928,7.3,0
481671,2001+a+space+odyssey+1968,2,2022-11-14T12:23:23,62,22.494622,7.9,0
657346,lethal+weapon+4+1998,2,2022-11-14T12:23:16,944,14.470551,6.3,0
733945,saving+private+ryan+1998,2,2022-11-14T12:23:53,857,21.758054,7.9,0
674090,how+to+train+your+dragon+2010,2,2022-11-14T12:24:43,10191,14.416681,7.5,0
395676,star+wars+1977,2,2022-11-14T12:23:17,11,42.149697,8.1,0
422880,confessions+of+a+driving+instructor+1976,2,2022-11-14T12:24:46,33301,0.78247,6.3,0
4424,the+gods+must+be+crazy+1980,2,2022-11-14T12:23:24,8393,10.973482,7.1,0
460911,interstellar+2014,2,2022-11-14T12:23:15,157336,32.213481,8.1,0
647214,aliens+1986,2,2022-11-14T12:24:39,679,21.761179,7.7,0
48197,fight+club+1999,2,2022-11-14T12:24:51,550,63.869599,8.3,0
43635,star+wars+1977,2,2022-11-14T12:24:33,11,42.149697,8.1,0
333157,whiplash+2014,2,2022-11-14T12:23:53,244786,64.29999,8.3,0
752934,the+mackintosh+man+1973,2,2022-11-14T12:23:30,32627,7.051042,6.4,0
223499,final+cut+1998,1,2022-11-14T12:24:08,47072,0.468304,5.5,0
456080,interstellar+2014,2,2022-11-14T12:23:30,157336,32.213481,8.1,0
737085,the+matrix+1999,2,2022-11-14T12:23:36,603,33.366332,7.9,0
492594,death+on+the+nile+1978,2,2022-11-14T12:23:31,4192,11.162277,6.7,0
146887,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-14T12:24,120,32.070725,8.0,0
226771,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:23:35,120,32.070725,8.0,0
746749,house+of+sand+and+fog+2003,2,2022-11-14T12:23:40,11093,9.245145,7.0,0
364306,interstellar+2014,2,2022-11-14T12:23:23,157336,32.213481,8.1,0
370444,indiana+jones+and+the+temple+of+doom+1984,1,2022-11-14T12:24:05,87,15.802306,7.1,0
115970,star+wars+1977,2,2022-11-14T12:24:32,11,42.149697,8.1,0
507588,an+education+2009,2,2022-11-14T12:23:40,24684,8.593196,6.9,0
433872,the+host+2006,2,2022-11-14T12:24:50,1255,9.386916,6.7,0
237395,amazing+grace+2006,2,2022-11-14T12:24:13,15163,20.346477,7.0,0
255041,thor+the+dark+world+2013,2,2022-11-14T12:23:41,76338,34.905447,6.8,0
423256,interstellar+2014,2,2022-11-14T12:23:12,157336,32.213481,8.1,0
336126,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,2,2022-11-14T12:24:27,120,32.070725,8.0,0
581011,harry+potter+and+the+philosophers+stone+2001,1,2022-11-14T12:23:52,671,38.187238,7.5,0
317498,star+wars+1977,1,2022-11-14T12:24:06,11,42.149697,8.1,0
192807,one+flew+over+the+cuckoos+nest+1975,1,2022-11-14T12:23:51,510,35.529554,8.3,0
5796,the+myth+2005,2,2022-11-14T12:24:43,11653,9.161849,6.3,0
698248,gladiator+2000,2,2022-11-14T12:24:45,98,23.186667,7.9,0
46571,the+thin+man+1934,1,2022-11-14T12:24:20,3529,10.573867,7.4,0
91044,interstellar+2014,2,2022-11-14T12:24:51,157336,32.213481,8.1,0
528812,svampe+1990,2,2022-11-14T12:23:23,108573,3.3e-05,0.0,0
741508,the+shawshank+redemption+1994,1,2022-11-14T12:23:48,278,51.645403,8.5,0
15829,the+christmas+toy+1986,2,2022-11-14T12:23:30,47670,0.923952,4.8,0
687157,la+haine+1995,1,2022-11-14T12:24:08,406,12.108196,7.9,0
216622,13+rue+madeleine+1947,1,2022-11-14T12:24:07,18200,1.81212,6.3,0
580647,main+prem+ki+diwani+hoon+2003,2,2022-11-14T12:24:19,165402,1.092782,4.4,0
166566,leon+the+professional+1994,2,2022-11-14T12:23:32,101,20.477329,8.2,0
761856,the+finances+of+the+grand+duke+1924,2,2022-11-14T12:24:40,55536,0.262052,7.5,0
284750,fight+club+1999,2,2022-11-14T12:23:22,550,63.869599,8.3,0
706287,the+painting+2011,2,2022-11-14T12:24:31,98162,2.45174,7.3,0
236737,the+weeping+camel+2003,1,2022-11-14T12:24:01,1114,2.799536,7.8,0
333627,fight+club+1999,1,2022-11-14T12:23:50,550,63.869599,8.3,0
652663,forrest+gump+1994,2,2022-11-14T12:23:15,13,48.307194,8.2,0
143344,spider-man+2002,1,2022-11-14T12:23:55,557,29.413341,6.8,0
594899,identity+2003,2,2022-11-14T12:23:31,2832,17.955897,7.1,0
