userid,movieid,count,time,tmdb_id,popularity,vote_average,flag
554294,matewan+1987,1,2022-11-27T20:48:13,24276,3.350126,7.2,0
296552,star+wars+1977,1,2022-11-27T20:48:48,11,42.149697,8.1,0
629255,forbidden+planet+1956,1,2022-11-27T20:48:43,830,6.379966,7.2,0
813149,the+lord+of+the+rings+the+two+towers+2002,1,2022-11-27T20:48:44,121,29.423537,8.0,0
786954,julia+sweeney+-+letting+go+of+god+2008,1,2022-11-27T20:48:29,40594,0.357063,8.4,0
2230,time+of+the+gypsies+1988,1,2022-11-27T20:48:25,20123,5.443964,7.2,0
299145,cobain+montage+of+heck+2015,1,2022-11-27T20:48:48,319075,6.516131,7.5,0
555344,inception+2010,1,2022-11-27T20:48:31,27205,29.108149,8.1,0
809199,american+beauty+1999,1,2022-11-27T20:48:46,14,20.726578,7.9,0
817573,the+big+blue+1988,1,2022-11-27T20:48:30,175,13.503815,7.6,0
28972,inception+2010,1,2022-11-27T20:48:08,27205,29.108149,8.1,0
600607,gladiator+2000,1,2022-11-27T20:48:35,98,23.186667,7.9,0
832490,x-men+days+of+future+past+2014,1,2022-11-27T20:48:40,127585,26.058586,7.5,0
106204,blindness+2008,1,2022-11-27T20:48:29,8338,7.462378,6.4,0
668471,american+beauty+1999,1,2022-11-27T20:48:16,14,20.726578,7.9,0
235268,american+beauty+1999,1,2022-11-27T20:48:38,14,20.726578,7.9,0
595850,blow+2001,1,2022-11-27T20:48:14,4133,12.332223,7.4,0
742896,casino+royale+2006,1,2022-11-27T20:48:33,36557,23.065078,7.3,0
565167,the+tall+blond+man+with+one+black+shoe+1972,1,2022-11-27T20:48:32,12089,3.985387,6.9,0
441391,leon+the+professional+1994,1,2022-11-27T20:48:16,101,20.477329,8.2,0
11667,fight+club+1999,1,2022-11-27T20:48:47,550,63.869599,8.3,0
335073,harry+potter+and+the+half-blood+prince+2009,1,2022-11-27T20:48:37,767,19.083723,7.4,0
772867,whiplash+2014,1,2022-11-27T20:48:27,244786,64.29999,8.3,0
102317,spirited+away+2001,1,2022-11-27T20:48:35,129,41.048867,8.3,0
434147,phantom+2013,1,2022-11-27T20:48:39,152259,6.651567,5.5,0
535251,interstellar+2014,1,2022-11-27T20:48:43,157336,32.213481,8.1,0
178602,balzac+and+the+little+chinese+seamstress+2002,1,2022-11-27T20:48:28,2111,1.084138,6.9,0
62479,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,1,2022-11-27T20:48:30,22,47.326665,7.5,0
310337,the+lord+of+the+rings+the+return+of+the+king+2003,1,2022-11-27T20:48:34,122,29.324358,8.1,0
540452,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T20:48:15,120,32.070725,8.0,0
117532,the+godfather+1972,1,2022-11-27T20:48:22,238,41.109264,8.5,0
45337,nightcrawler+2014,1,2022-11-27T20:48:27,242582,21.277073,7.6,0
642871,a+beautiful+mind+2001,1,2022-11-27T20:48:41,453,11.93646,7.7,0
762881,casino+royale+2006,1,2022-11-27T20:48:12,36557,23.065078,7.3,0
412851,ceddo+1977,1,2022-11-27T20:48:24,97029,0.00243,8.4,0
155346,american+beauty+1999,1,2022-11-27T20:48:45,14,20.726578,7.9,0
295956,chappie+2015,1,2022-11-27T20:48:07,198184,30.206365,6.6,0
547644,harry+potter+and+the+philosophers+stone+2001,1,2022-11-27T20:48:26,671,38.187238,7.5,0
211515,gone+girl+2014,1,2022-11-27T20:48:11,210577,154.801009,7.9,0
574678,bob+roberts+1992,1,2022-11-27T20:48:39,10608,3.041772,6.5,0
754555,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T20:48:40,120,32.070725,8.0,0
272751,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T20:48:31,120,32.070725,8.0,0
794874,gone+girl+2014,1,2022-11-27T20:48:37,210577,154.801009,7.9,0
657147,frozen+2013,1,2022-11-27T20:48:47,109445,24.248243,7.3,0
240552,invasion+of+astro-monster+1965,1,2022-11-27T20:48:10,19545,2.816293,6.2,0
118091,star+wars+1977,1,2022-11-27T20:48:15,11,42.149697,8.1,0
708175,whiplash+2014,1,2022-11-27T20:48:13,244786,64.29999,8.3,0
720566,the+dark+knight+2008,1,2022-11-27T20:48:17,155,123.167259,8.3,0
14646,the+color+purple+1985,1,2022-11-27T20:48:19,873,11.573562,7.7,0
679845,fat+head+2009,1,2022-11-27T20:48:10,36944,0.729334,6.6,0
476890,nightcrawler+2014,1,2022-11-27T20:48:21,242582,21.277073,7.6,0
193791,star+wars+1977,1,2022-11-27T20:48:10,11,42.149697,8.1,0
184752,casino+royale+2006,1,2022-11-27T20:48:15,36557,23.065078,7.3,0
796547,pirates+of+the+caribbean+at+worlds+end+2007,1,2022-11-27T20:48:45,285,31.363664,6.9,0
590759,inception+2010,1,2022-11-27T20:48:18,27205,29.108149,8.1,0
757625,monsters_+inc.+2001,1,2022-11-27T20:48:46,585,26.419962,7.5,0
45614,the+dark+knight+2008,1,2022-11-27T20:48:25,155,123.167259,8.3,0
498559,the+avengers+2012,1,2022-11-27T20:48:39,24428,89.887648,7.4,0
441112,castle+in+the+sky+1986,1,2022-11-27T20:48:17,10515,11.061551,7.8,0
512663,iron+man+2008,1,2022-11-27T20:48:22,1726,22.073099,7.4,0
679143,the+lord+of+the+rings+the+two+towers+2002,1,2022-11-27T20:48:29,121,29.423537,8.0,0
2816,the+illusionist+2006,1,2022-11-27T20:48:16,1491,11.494009,7.1,0
485628,pulp+fiction+1994,1,2022-11-27T20:48:32,680,140.950236,8.3,0
547377,inception+2010,1,2022-11-27T20:48:48,27205,29.108149,8.1,0
312606,castle+in+the+sky+1986,1,2022-11-27T20:48:35,10515,11.061551,7.8,0
40787,pulp+fiction+1994,1,2022-11-27T20:48:32,680,140.950236,8.3,0
159802,the+visitors+ii+the+corridors+of+time+1998,1,2022-11-27T20:48:17,10353,7.698423,5.8,0
770107,chappie+2015,1,2022-11-27T20:48:17,198184,30.206365,6.6,0
86985,rain+man+1988,1,2022-11-27T20:48:36,380,11.267467,7.6,0
592601,seven+samurai+1954,1,2022-11-27T20:48:07,346,15.01777,8.2,0
489567,finding+nemo+2003,1,2022-11-27T20:48:45,12,25.497794,7.6,0
367026,inception+2010,1,2022-11-27T20:48:29,27205,29.108149,8.1,0
55348,blade+runner+1982,1,2022-11-27T20:48:42,78,96.272374,7.9,0
382466,whiplash+2014,1,2022-11-27T20:48:17,244786,64.29999,8.3,0
169243,mystic+river+2003,1,2022-11-27T20:48:08,322,12.602438,7.6,0
690598,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T20:48:33,120,32.070725,8.0,0
510738,the+spongebob+movie+sponge+out+of+water+2015,1,2022-11-27T20:48:37,228165,12.334689,5.7,0
80272,alone+for+christmas+2013,1,2022-11-27T20:48:08,241742,0.671801,3.9,0
177758,blood+creek+2009,1,2022-11-27T20:48:41,30685,4.065407,5.2,0
373976,predator+1987,1,2022-11-27T20:48:15,106,18.495694,7.3,0
656213,spellbound+1945,1,2022-11-27T20:48:12,4174,5.47596,7.3,0
463949,saving+private+ryan+1998,1,2022-11-27T20:48:08,857,21.758054,7.9,0
142643,buried+2010,1,2022-11-27T20:48:11,26388,7.389437,6.6,0
381192,girl+1998,1,2022-11-27T20:48:17,58467,8.532861,4.7,0
225455,interstellar+2014,1,2022-11-27T20:48:15,157336,32.213481,8.1,0
224613,walle+2008,1,2022-11-27T20:48:31,10681,16.088366,7.8,0
697407,the+shawshank+redemption+1994,1,2022-11-27T20:48:07,278,51.645403,8.5,0
548570,batman+begins+2005,1,2022-11-27T20:48:13,272,28.505341,7.5,0
627874,saving+private+ryan+1998,1,2022-11-27T20:48:21,857,21.758054,7.9,0
520598,sleeping+beauty+1959,1,2022-11-27T20:48:35,10882,14.276169,6.8,0
609466,raiders+of+the+lost+ark+1981,1,2022-11-27T20:48:20,85,19.901576,7.7,0
463439,saving+private+ryan+1998,1,2022-11-27T20:48:35,857,21.758054,7.9,0
351895,inception+2010,1,2022-11-27T20:48:08,27205,29.108149,8.1,0
716688,interstellar+2014,1,2022-11-27T20:48:22,157336,32.213481,8.1,0
581632,exit+through+the+gift+shop+2010,1,2022-11-27T20:48:45,39452,5.188466,7.6,0
405178,the+dish+2000,1,2022-11-27T20:48:46,5257,6.263988,6.6,0
174538,the+god+of+cookery+1996,1,2022-11-27T20:48:22,41343,1.880292,7.0,0
697063,hoffman+1970,1,2022-11-27T20:48:29,26427,0.322493,8.0,0
767018,a+most+wanted+man+2014,1,2022-11-27T20:48:43,157849,10.432407,6.5,0
153333,whiplash+2014,1,2022-11-27T20:48:09,244786,64.29999,8.3,0
78865,the+godfather+1972,1,2022-11-27T20:48:39,238,41.109264,8.5,0
827359,alien+1979,1,2022-11-27T20:48:17,348,23.37742,7.9,0
705112,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T20:48:16,120,32.070725,8.0,0
750796,the+godfather+1972,1,2022-11-27T20:48:14,238,41.109264,8.5,0
320359,spirited+away+2001,1,2022-11-27T20:48:16,129,41.048867,8.3,0
666429,x-men+days+of+future+past+2014,1,2022-11-27T20:48:30,127585,26.058586,7.5,0
437744,the+matrix+1999,1,2022-11-27T20:48:30,603,33.366332,7.9,0
564,the+imitation+game+2014,1,2022-11-27T20:48:33,205596,31.59594,8.0,0
631933,far+and+away+1992,1,2022-11-27T20:48:34,11259,7.472753,6.3,0
197329,daughter+from+danang+2002,1,2022-11-27T20:48:45,67232,0.073748,6.5,0
122180,big+hero+6+2014,1,2022-11-27T20:48:13,177572,213.849907,7.8,0
190216,one+flew+over+the+cuckoos+nest+1975,1,2022-11-27T20:48:30,510,35.529554,8.3,0
210658,saving+private+ryan+1998,1,2022-11-27T20:48:09,857,21.758054,7.9,0
697580,labyrinth+1986,1,2022-11-27T20:48:38,13597,13.009688,7.1,0
608009,casino+royale+2006,1,2022-11-27T20:48:31,36557,23.065078,7.3,0
479120,chappie+2015,1,2022-11-27T20:48:36,198184,30.206365,6.6,0
600570,big+hero+6+2014,1,2022-11-27T20:48:12,177572,213.849907,7.8,0
465806,for+neda+2010,1,2022-11-27T20:48:29,79829,0.242245,5.5,0
22801,mystic+river+2003,1,2022-11-27T20:48:16,322,12.602438,7.6,0
571474,monsters_+inc.+2001,1,2022-11-27T20:48:27,585,26.419962,7.5,0
128616,garden+state+2004,1,2022-11-27T20:48:37,401,11.630809,7.1,0
12307,the+shawshank+redemption+1994,1,2022-11-27T20:48:35,278,51.645403,8.5,0
621046,peter+pan+1953,1,2022-11-27T20:48:22,10693,16.861533,7.0,0
342751,the+lord+of+the+rings+the+two+towers+2002,1,2022-11-27T20:48:31,121,29.423537,8.0,0
745474,the+adventures+of+buckaroo+banzai+across+the+8th+dimension+1984,1,2022-11-27T20:48:24,11379,7.778445,6.3,0
497172,johnny+guitar+1954,1,2022-11-27T20:48:40,26596,4.918293,7.6,0
371440,the+shawshank+redemption+1994,1,2022-11-27T20:48:08,278,51.645403,8.5,0
151266,2001+a+space+odyssey+1968,1,2022-11-27T20:48:39,62,22.494622,7.9,0
349787,frankenstein+unbound+1990,1,2022-11-27T20:48:45,3072,2.079742,5.4,0
47538,american+beauty+1999,1,2022-11-27T20:48:31,14,20.726578,7.9,0
185338,the+day+the+earth+stood+still+1951,1,2022-11-27T20:48:14,828,9.360003,7.3,0
222484,gone+girl+2014,1,2022-11-27T20:48:19,210577,154.801009,7.9,0
645599,rita_+sue+and+bob+too+1987,1,2022-11-27T20:48:08,18125,1.662354,5.9,0
723237,american+beauty+1999,1,2022-11-27T20:48:29,14,20.726578,7.9,0
716356,addams+family+values+1993,1,2022-11-27T20:48:32,2758,17.555909,6.5,0
632386,interstellar+2014,1,2022-11-27T20:48:30,157336,32.213481,8.1,0
215629,the+boy+in+the+striped+pyjamas+2008,1,2022-11-27T20:48:43,14574,8.912738,7.7,0
704843,e.t.+the+extra-terrestrial+1982,1,2022-11-27T20:48:36,601,19.358546,7.3,0
7021,last+tango+in+paris+1972,1,2022-11-27T20:48:39,1643,12.74564,7.1,0
55628,star+wars+1977,1,2022-11-27T20:48:07,11,42.149697,8.1,0
578556,forrest+gump+1994,1,2022-11-27T20:48:18,13,48.307194,8.2,0
534177,saving+private+ryan+1998,1,2022-11-27T20:48:41,857,21.758054,7.9,0
289711,heat-haze+theatre+1981,1,2022-11-27T20:48:33,110901,1.900438,5.6,0
656194,fight+club+1999,1,2022-11-27T20:48:33,550,63.869599,8.3,0
40776,star+wars+1977,1,2022-11-27T20:48:26,11,42.149697,8.1,0
585616,the+green+mile+1999,1,2022-11-27T20:48:48,497,19.96678,8.2,0
433469,the+assassination+of+jesse+james+by+the+coward+robert+ford+2007,1,2022-11-27T20:48:43,4512,10.111313,7.0,0
158892,babycall+2011,1,2022-11-27T20:48:46,75229,2.522415,5.4,0
617441,pulp+fiction+1994,1,2022-11-27T20:48:21,680,140.950236,8.3,0
131399,chasing+amy+1997,1,2022-11-27T20:48:42,2255,12.311564,6.7,0
176418,the+shawshank+redemption+1994,1,2022-11-27T20:48:41,278,51.645403,8.5,0
595752,akira+1988,1,2022-11-27T20:48:46,149,10.888917,7.8,0
475232,same+time_+next+year+1978,1,2022-11-27T20:48:18,37672,2.103581,6.5,0
211965,chappie+2015,1,2022-11-27T20:48:44,198184,30.206365,6.6,0
384280,total+recall+1990,1,2022-11-27T20:48:37,861,12.954444,7.1,0
124936,the+lord+of+the+rings+the+return+of+the+king+2003,1,2022-11-27T20:48:14,122,29.324358,8.1,0
126788,business+as+usual+1987,1,2022-11-27T20:48:48,87090,0.0,0.0,0
511130,maleficent+2014,1,2022-11-27T20:48:46,102651,19.467404,7.0,0
660672,gone+girl+2014,1,2022-11-27T20:48:40,210577,154.801009,7.9,0
439390,all+the+presidents+men+1976,1,2022-11-27T20:48:36,891,12.421754,7.6,0
641502,the+lives+of+others+2006,1,2022-11-27T20:48:47,582,9.02255,7.9,0
10331,the+dirty+dozen+1967,1,2022-11-27T20:48:45,1654,15.640007,7.5,0
175481,fury+2014,1,2022-11-27T20:48:42,228150,36.713807,7.4,0
524059,monsters_+inc.+2001,1,2022-11-27T20:48:39,585,26.419962,7.5,0
668492,alien+1979,1,2022-11-27T20:48:39,348,23.37742,7.9,0
49931,interstellar+2014,1,2022-11-27T20:48:40,157336,32.213481,8.1,0
256377,leon+the+professional+1994,1,2022-11-27T20:48:36,101,20.477329,8.2,0
784562,2001+a+space+odyssey+1968,1,2022-11-27T20:48:25,62,22.494622,7.9,0
583490,fury+2014,1,2022-11-27T20:48:46,228150,36.713807,7.4,0
521523,hairspray+2007,1,2022-11-27T20:48:31,2976,7.768045,6.5,0
762964,the+dark+knight+2008,1,2022-11-27T20:48:07,155,123.167259,8.3,0
237132,dial+m+for+murder+1954,1,2022-11-27T20:48:14,521,7.853231,7.9,0
318775,the+incredible+hulk+2008,1,2022-11-27T20:48:20,1724,19.125537,6.1,0
803644,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T20:48:26,120,32.070725,8.0,0
309980,reservoir+dogs+1992,1,2022-11-27T20:48:38,500,12.22034,8.1,0
181599,gone+girl+2014,1,2022-11-27T20:48:28,210577,154.801009,7.9,0
723094,bolt+2008,1,2022-11-27T20:48:09,13053,15.580915,6.3,0
309570,fight+club+1999,1,2022-11-27T20:48:37,550,63.869599,8.3,0
87120,withnail++i+1987,1,2022-11-27T20:48:16,13446,14.316459,7.4,0
37646,fury+2014,1,2022-11-27T20:48:17,228150,36.713807,7.4,0
618124,the+beach+girls+and+the+monster+1965,1,2022-11-27T20:48:25,69780,0.358309,2.6,0
648303,chained+2012,1,2022-11-27T20:48:21,116979,4.607816,6.3,0
718385,three+days+of+the+condor+1975,1,2022-11-27T20:48:44,11963,14.364447,7.2,0
349019,casino+royale+2006,1,2022-11-27T20:48:29,36557,23.065078,7.3,0
798937,mona+lisa+1986,1,2022-11-27T20:48:08,10002,3.095584,6.7,0
217925,the+avengers+2012,1,2022-11-27T20:48:12,24428,89.887648,7.4,0
19777,ice+princess+2005,1,2022-11-27T20:48:44,13374,9.313354,5.9,0
469751,inception+2010,1,2022-11-27T20:48:25,27205,29.108149,8.1,0
99291,hard+sun+2014,1,2022-11-27T20:48:47,304850,0.056186,5.0,0
339216,the+shawshank+redemption+1994,1,2022-11-27T20:48:30,278,51.645403,8.5,0
441467,monsters_+inc.+2001,1,2022-11-27T20:48:41,585,26.419962,7.5,0
372355,casino+royale+2006,1,2022-11-27T20:48:31,36557,23.065078,7.3,0
697375,harry+potter+and+the+chamber+of+secrets+2002,1,2022-11-27T20:48:46,672,29.741452,7.4,0
276824,fight+club+1999,1,2022-11-27T20:48:32,550,63.869599,8.3,0
117414,x-men+days+of+future+past+2014,1,2022-11-27T20:48:24,127585,26.058586,7.5,0
548443,aprile+1998,1,2022-11-27T20:48:40,32117,0.575039,7.0,0
224895,the+grandmaster+2013,1,2022-11-27T20:48:08,44865,8.959821,6.3,0
64828,bambi+1942,1,2022-11-27T20:48:20,3170,13.698132,6.8,0
551606,flame++citron+2008,1,2022-11-27T20:48:39,8883,3.46355,6.8,0
287168,pulp+fiction+1994,1,2022-11-27T20:48:47,680,140.950236,8.3,0
554901,interstellar+2014,1,2022-11-27T20:48:11,157336,32.213481,8.1,0
310858,guardians+of+the+galaxy+2014,1,2022-11-27T20:48:44,118340,53.291601,7.9,0
672500,the+band+wagon+1953,1,2022-11-27T20:48:28,29376,3.573935,7.1,0
56654,one+flew+over+the+cuckoos+nest+1975,1,2022-11-27T20:48:39,510,35.529554,8.3,0
663074,barton+fink+1991,1,2022-11-27T20:48:18,290,8.387026,7.4,0
813162,hero+2002,1,2022-11-27T20:48:26,79,9.861765,7.3,0
354427,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T20:48:11,120,32.070725,8.0,0
308708,scooby-doo+abracadabra-doo+2010,1,2022-11-27T20:48:12,32916,6.945449,6.6,0
704487,galician+caress+of+clay+1995,1,2022-11-27T20:48:47,125150,0.4161,6.7,0
242683,star+wars+1977,1,2022-11-27T20:48:30,11,42.149697,8.1,0
199356,grease+1978,1,2022-11-27T20:48:46,621,7.854899,7.2,0
819740,pulp+fiction+1994,1,2022-11-27T20:48:33,680,140.950236,8.3,0
34829,les+misrables+1978,1,2022-11-27T20:48:33,4479,6.290962,6.1,0
223536,dances+with+wolves+1990,0,2022-11-27T20:48:48,581,11.654349,7.6,0
421455,the+lord+of+the+rings+the+two+towers+2002,1,2022-11-27T20:48:11,121,29.423537,8.0,0
380967,hallam+foe+2007,1,2022-11-27T20:48:36,2239,8.762536,6.8,0
823668,the+golden+compass+2007,1,2022-11-27T20:48:47,2268,11.481379,5.8,0
414608,the+lord+of+the+rings+the+two+towers+2002,1,2022-11-27T20:48:17,121,29.423537,8.0,0
838829,the+lion+king+1994,1,2022-11-27T20:48:47,8587,21.605761,8.0,0
209198,alien+1979,1,2022-11-27T20:48:45,348,23.37742,7.9,0
523988,nightcrawler+2014,1,2022-11-27T20:48:34,242582,21.277073,7.6,0
